在雨中，山中的每一块岩石，每一片叶子，每一片绿草，都成为一道奇妙的钥匙。,1
印度人喜欢雨后微风的气息，喜欢它帮助水面的声音，喜欢松香在风中的芬芳。,1
有些人还活着，他已经死了;有些人已经死了，他还活着。有些人骑在人们的头上;有些人向下倾斜，给人一头牛。有些人把自己的名字刻在石头上，想成为不朽的;有些人愿意等待地上的火灾。有些人离不开别人。有些人活着，为大多数人生活得更好。,1
山，没有母亲的爱是高的;海，没有母亲的爱是深深的;天堂，没有母亲的爱是广阔的;地球，没有母亲的爱是伟大的;太阳，没有母亲的爱是温暖的;云，没有母亲的爱是白色的;鲜花，没有母亲的爱是辉煌的。,1
母爱，就像微风一样，即使它突破了厚重的墙壁，它依然清凉温暖。母爱，就像一阵雨，即使它滋润了所有长时间干燥的东西，它仍然非常多样化。,0
母爱是山水画，洗去铅雕，留下清新自然;母爱如同一首深情的歌，圆润悠扬，蔑视和歌唱;母爱是一阵风，吹着雪，无尽的春天母亲喜欢火热的太阳;母爱在夜里就像一盏油灯，母爱在冬天就像一件毛衣;母爱更像是山中的溪流。一点点细流合并成蜿蜒的流。一点点关心融入了强烈的母爱。,1
母爱是伴随着莹莹笑的生命，母爱是徘徊在世界的尽头，母亲的爱是孩子在病床前的关注，母爱是孩子日益增长的希望。,1
母爱是一首田园诗，安静纯洁，优雅;母爱是一幅山水画，洗去了铅雕，留下了清新自然;母爱是一首深情的歌，圆润悠扬，唱歌;母爱是一阵风，吹雪飞扬，带来无限的春天。,1
母爱就像一杯浓香的茶，给我们饥饿和口渴时的香气;母爱就像彩虹之光，在失落时给予我们希望;母爱就像一个红色的太阳，带来我们的寒冷温暖;母爱就像一盏明亮的路灯，在我们迷路的时候给我们指路。,1
母爱是徒步的灯塔，引导着进步的方向;母爱是冬日的阳光，温暖着红孩子的心;母爱是尽职尽责的守护者，保护年轻的生命;母爱是春天的细雨，滋养着干地母爱是秋天的金色，呈现出丰收的喜悦。,1
母爱是太阳，温暖着灵魂。母爱是滋养灵魂的雨。母爱是灌溉灵魂的沃土。母爱是美化灵魂的彩虹。,1
母爱是一缕阳光，即使在寒冷的冬天，你的心也会像春天一样温暖;母爱是一个明确的春天，即使天气多年，你的情绪也会保持纯净和清晰。,1
妈妈，你是一棵大树，我是一棵草，你遮住我一片绿荫;妈妈你是一个湖泊，我是湖中的一条鱼，你为我提供了广阔的活动空间;妈妈你是一个炉子，为我提供温暖;妈妈是一个信封，充满了对我的鼓励;母亲是铺路石，为孩子牺牲一切;母爱是一缕阳光，即使在寒冷的冬天，你的心也会像春天一样温暖;母爱是一个清澈的春天的一瞥，即使多年的风都被覆盖，你的情绪依然纯洁清晰;在严酷的冬天，母爱是一缕阳光，流浪者身上有棉质外套，甜美而甜蜜的心。,1
你的伟大凝聚了我的血肉;你的伟大塑造了我的灵魂;你的生活是一场爱的航行;你用一个漂亮的年轮来编制一个墨水日历我已经花了你的感情，并在你的肩膀和膝盖上玩。,1
充满爱与怜悯，小心翼翼地倚靠守护者;你可以露出你明亮的胸膛;你的精力充沛，强壮有力;你沸腾的血液正在流淌,0
你是一棵大树，春天，靠着你的幻想;夏天，靠着你的繁荣;秋天，靠着你成熟;冬天，靠着你思考;你的高大宽阔的树冠，这四个野生永远不会狂野;妈妈，你给了我生命，你是促进我成长的土地。,1
如果世界上有任何无私的爱，那就是母亲对孩子的爱;如果世上有任何可以让我们泪流满面的爱，那么只有母亲的孩子的爱;如果世界上有任何一种爱让我们放弃一切，那么只有母亲对孩子的爱。,1
如果我是一个行走数千英里的夜行者，我的母亲必须在夜晚温柔的灯光下，远离我，要叫我犹豫的脚步声;如果我只是抱怨那个蹩脚的演员，母亲一定是热烈的掌声，要求自信，激励我努力工作;如果我是一只俏皮的小鱼，我的母亲一定是绿色的湖泊，当我宽容我的顽皮时，我也会很开心。一个圆圈已经扩散。,1
当你难过的时候，你很安慰;当你沮丧时，你就是希望;当你软弱时，你就是力量;在你的小海湾，避免风雨，你开阔视野;你是我永远的朋友，生命的力量。,1
理想，进步的动力，成功的方向。一个人，如果没有理想，就像一只没有飞行翅膀的老鹰;它就像没有咬牙的猎豹;它就像一只警犬没有敏感的嗅觉。,1
理想的是石头，揉着星星的火焰;理想是火，点燃希望之光;理想是光，照亮前进的道路;理想是道路，引领你走向成功。生命只有一次，生命本质上是脆弱的。但是有了理想的支持，生活就会变得强大。理想的是一首响彻云层的歌曲。每一个音符都有生命的命运。,1
因为对蓝天的渴望，老鹰只能在天空中战斗;由于对大海的渴望，鱼儿游向上游;因为理想的导航，我们有前进的方向。人们的生活总是在不断追求理想，理想的实现总能让我们快乐。它就像一只飞蛾，陷入熊熊烈火，愿意成为火焰的俘虏，只为了那一刻的光芒。,1
理想的是歌曲，播放生命的音乐;理想的是运动，构成声音的音符;理想是笔记，生命的奇迹。,1
理想是希望之光，照亮我们美好的未来！理想是一颗闪亮的星星，引导我们走向黎明！传播理想，你将拥有辉煌的未来，挑战自我，你将实现智慧的智慧！,1
6，理想的是石头，敲出星星的火焰;理想的是火，点燃熄灭的灯;理想的是光，照亮了夜晚的道路;理想的是道路，引领你到黎明。在实现理想的途中，请带上理想，因为理想有能力支持人们实现理想！,B
理想充满斗志，理想不怕困难;理想使人们追逐目标，理想使人们到达另一岸;理想让我们站起来挫折;理想让我们在困境中找到希望。,1
理想就像火一样点亮了心中的黑暗;理想，就像一个激励我们前进的引擎;理想，就像一座灯塔，指向我们前进的道路......,1
如果你有理想，那就努力吧;如果你没有理想，那就建立一个你可能会被自己嘲笑的理想！在磨练自己的意志的同时实现理想,0
没有理想的人，他的生活就像一个荒凉的戈壁，冷酷而清晰，没有生命力;没有理想的人，他的生活就像一艘无舵的船，颠簸，没有方向;没有理想的人，他的生活就像漫长的夜晚，它是黑暗和黑暗的，没有光明。,1
没有理想，生活就像沙漠，没有生命;没有理想，生活就像夜晚，没有光明;没有理想，生活就像一个迷宫，没有方向。,1
理想的是幼苗，长成一棵参天大树;理想的是树，嫩芽被绘制;理想的是芽，美丽的花朵被打开;理想的是花朵，生产出甜美的果实。,1
理想是成功的基石;理想是灵感的驱动力;理想是勇气的源泉。,1
理想是水，倾泻出生命的幼苗;理想的是幼苗，生长的树;理想的是树，生命之花被打开;理想是花，生命的果实！,1
理想的是一把锋利的剑，它可以帮助你清除障碍;理想是照亮未来的明亮光芒;理想是一座纪念碑，帮助您见证荣耀。,1
理想的是陈胜和吴光手中飘扬的旗帜。理想的是在毛**之前飞过的刷子。理想是马克思恩格斯书中燃烧的希望！,1
理想的是导航灯，它指导船舶航行的方向;理想的是黎明，照亮夜行者的道路理想地是沙漠中的一瞥，让干燥的步行者看到了生命的希望。,1
理想就像一个指南针，引导你前进的方向;理想就像远处的灯塔，照亮你前进的道路;理想就像一艘船，风浪一样，驶向胜利的另一边。,1
理想是永恒的信念，理想是勤奋的精神，理想是艰苦的追求。,1
理想是一朵华丽，美丽，不败的春花，优雅，随风飘舞;理想是一个持久的春天，它是如此纯净，没有实用的色彩;,0
理想是远处的灯塔，指示进步的方向;理想的是在雪后擦拭太阳，温暖一颗心;理想的是五彩泡泡，美丽而易腐烂。,1
理想，像一阵风，吹向未来;理想，像一艘船，飘向远方;理想，像灯一样，明天点亮。,1
理想的是树，支持你的阴影;理想是光，溶解冬天的雪;理想的是雪，滋养土地的水;理想的是水，形成无边无际的大海。,1
理想是生命的延伸和扩展;理想是人类进步的动力;理想是创造的源泉。,1
理想就像湍急的河流;理想就像一块华丽的花瓣;理想的是温暖的阳光。,1
理想是剑，可以帮助你清除障碍;理想是一盏明亮的灯光，照亮未来;理想是一座纪念碑，帮助您见证荣耀。,1
理想，像一阵风，吹向未来;理想的，像一艘船，飘向远方;理想的，像灯一样，明天点亮。,B
理想不是现成的食物，而是需要我播种的种子;理想的不是图片，而是一张白纸，我需要画画;理想的不是绿洲的绿洲，而是沙漠。我需要去打开。,1
理想就像春天，孕育着希望的生命;理想就像夏天，绽放着希望之花;理想就像秋天，收获希望的果实;理想就像冬天，埋葬希望种子。,1
30.理想是春天，孕育着希望的生命;理想是夏天，希望之花开启;理想是秋天，希望的果实被收获;理想是冬天，希望的种子被埋没了。,B
理想的是海洋。白色的帆在大海中烟雾弥漫。总有一艘船漂浮着你。理想的是一天。天空很高，云层很迷人。总有一对翅膀适合你。理想的是广阔的天空。天空中总会有一串星星，总有一个星座等着你等待那美好的明天......,1
理想是春天的绿色，细腻而脆弱，充满新意;理想是生命之水，让人们希望事物是沉默的;理想是天空的风，来来往往的匆忙;理想是枯叶，滋养大树迎来新生儿。,1
理想的有时是下雨，可以滋养各种田地;理想有时是一束光，可以照亮心灵的黑暗;理想有时是一阵狂风，可以吹走心中的烦恼;理想有时是一个可以与你和我沟通的桥梁;理想有时是一个可以发送温暖的句子。,1
理想的是天空的风，来来往往的匆忙;理想的是枯叶，滋补树木，迎来一种新的理想，就像一阵风，吹向未来;理想的，像一艘船，飘向远方;理想的，好像一盏明灯，明天点亮。,B
理想的是高山和危险的山脉。只有奋进，坚持不懈，永不停歇，才有可能攀登到最高峰，最美丽的高峰;理想的是一只海燕，自豪地在灵魂的海洋中飞翔;理想或虚无天空中起伏不定的市场，虽然只是快乐，幸福和美丽。,1
不断的追求，我们可以发现我们从未发现它;不断的追求可以驱使我们走开;不断追求可以达到我们未知的领域。,1
追求统治者，它可以衡量奋斗者的进步;追求同样的平衡，它可以衡量奋斗者的结果的重量;追求就像鞭子，它可以刺激我们追赶生活的目标追求就像一个鼓，它可以激励我们加快进步的步伐。,1
有追求，奋斗有意义。有了追求，生活就有了财富。随着追求，理想有翅膀。随着追求，生活有了自己的方向。,1
追求是坚持不懈，大胆坚韧;追求是决心，坚持和坚定;追求是一种勇气，一帆风顺;追求是一个大胆的，前进的头脑。,1
因为追求，在风暴中，我们慢慢变强;因为追求，在脾气中，我们逐渐成长;因为追求，在吹口哨中，我们有希望;因为追求，在黑暗中，我们拥有光明。,1
如果没有追求，我们只会在严厉中颤抖;如果没有追求，我们只会在困难中咆哮;如果没有追求，我们只能在风暴中生存;如果没有追求，我们只能在山区和水域进行。,1
追求进取的关键，想要点道路标志，就像鹰飞的方向，喜欢马的重量。,0
追求，你不能抓住运气的命运;追求，你不能指望有一个奇迹;追求是勇敢，勇敢的斗争;追求，是要热情，积极的努力。,1
没有追求，你怎么能有勇气努力？没有追求，怎么会有力量跳跃？没有追求，怎么会有一个丰富多彩的舞台？没有追求，怎么会有光明的未来？,1
追求不仅要突破障碍，还要摧毁障碍，实现非凡的自我;追求不仅要实现目标，还要实现目标，实现辉煌的未来;追求不仅要克服困难，还要粉碎困难，实现完美人生;追求的不仅是体验考验，还要考验考试，实现青春无悔。,1
追求是什么？追求是在对他人善待的工作中容忍和平与慷慨。追求是什么？我们的目标是通过思考阅读和聊天来学习各种知识。追求是什么？追求是遇到困难，有信心愿意受苦，乐观和善良。追求是什么？追求的是，??无论年龄大小，只要我还活着，我仍然可以认真思考。,1
追求永远不会逃避，我们需要目标。追求永远不会逃避，我们需要坚持下去。追求永远不会逃避，我们需要超越。,1
如果追求是一首歌，那么放弃舒适是最激情的旋律;如果追求是一幅画，那么傲慢是最美的色彩;如果追求的是一杯葡萄酒，那么永不放弃就是最醇厚的味道。跳舞追求的翅膀，收获生命的幸福。,1
追求是生活中讨价还价的筹码;追求是无尽生命的源泉;追求也是创造机会的条件。,1
追求是什么？追求是希望，照亮生活的理想！追求是什么？追求是失望，打破了希望之窗！追求是什么？追求是再看（抵抗），一次又一次地死！追求是什么？追求就是观看，不要放弃理想的家！,1
有些人一日三餐追求食物和衣物;有些人追求健康和快乐;有些人追求很多钱;有些人追求社会贡献......,1
如果爱是右手，那么就给予孩子一个人，并给予老人经典的陈述;如果爱是左手和右手，一个给予早春，一个给予深秋;如果爱是左右手，一个是给予的，实际上，一个给予理想;如果爱是正确的，那么一个人会给出历史，另一个人会给予未来。,1
2，关怀和关怀是一种表情，给学生一个无声的祝福;照顾是一件轻而易举的事，让学生身心舒畅;关怀是一场春雨，给学生营养的心脏;关怀是一个问题，给学生春天的温暖。,1
3，父爱是风，把烦恼吹走;父爱是被子，他让你感到温暖;父爱是臭豆腐，看起来很糟糕，可以在你的心里香;父爱是英雄，因为他非常伟大。,1
4，爱是阳光在冬天照耀，穷人和病人都感受到人生的温暖;爱情是一种出现在沙漠中的泉水，让处于绝望边缘的人们能够再次看到生命的希望;爱是一种漂移夜空中的歌曲给没有灵魂的人带来无灵魂的安慰。,1
5，爱情是一个甜蜜的春天，让不幸的人忘记生命的苦涩;爱是一首美丽的歌，让生活无聊的人感受到生活的乐趣;爱情是一个流动的春天，饥饿的行人感受到人生旅程的甜蜜;爱是一首美丽而美丽的歌，让孤独的人感受到生命的美;爱是一颗在心中流淌的泉源，让沉浸在痛苦中的人感受到人类的甜蜜;爱是一首在耳边回响的歌，让孤独的人感受到世界的温暖;爱是一种冲击冰门的泉水，使石头的心脏震惊;爱情是一座夜晚闪耀的灯塔，让迷失的船只找到了海港。爱情是春天的小雨，让寂寞孤独的人享受灵魂的滋润;爱情是夏夜的春天的泪水，让热情和不安的人享受诗意的宁静;爱情是一个人在雨夜把握一把小雨伞，以便漂泊在外地的人们能够从他们所爱的人那里得到庇护;爱是飞过天空的彩虹，让眼睛闷闷不乐的人可以看到世界的美丽;一杯冰水溅在头顶，让高热和昏厥的人可以冷静思考;爱情是一块装在嘴里的牛奶糖，让长期饮用黄连的人品尝生活的甜头。,1
6.爱是一道明亮的光，照亮了心底的黑暗;爱是宽广的天空，一切都是包容的;爱是阳光，照亮世界。,1
爱情是布什德泽春苗的阳光;爱是柳树微风轻轻抚摸;爱情是由母亲送到雪地的毛衣;爱是朋友的温暖祝福;堕落后的爱是陌生人的帮助;爱是老师的一个鼓舞人心的眼睛。,1
当你伤心时，爱是一种温柔的安慰。当你感到自豪时，这是一个及时的警告。当你受伤时，这是一种鼓励。,1
9.爱是“秘密紧张，恐惧被延迟”的关注。爱是“世界的忧虑，世界的快乐，世界的快乐”的核心;爱情是“与风一起潜入夜晚，事情沉默和奉献。,1
10，爱情不是虚假的谎言，它是一种真实的情感，只要你仔细感受，就会发现爱情就在你身边：你妈妈一大早就挤进牙刷里可能是一寸牙膏，让你感到温暖;它可能是来自陌生人的帮助，让你体验到温暖;它可能是老师在作业中留下的白发，让你感受到爱情;它可能是一个微笑，让你理解宽容和欣赏。在生活中，你有这种感觉，经历，感受，理解，被触动和感染，激励和鼓舞，你将摆脱漠不关心，畅通无阻，成为一个有爱心的人。,1
勇气给了我们力量;勇气给了我们信心;勇气使我们坚定不屈。,1
2，勇气是石头，敲出星星之火;勇气是火，点燃了希望之光;勇气就是灯，照亮了夜晚的道路;勇气是道路，引领你走向黎明。,1
3，勇气是眼睛，看到心中的愿望;勇往直前，成功之门;勇气是嘴巴，唱出心灵的梦想。,1
布鲁诺很勇敢，因为他有勇气投入真相;贝多芬勇敢，因为他有勇气去挑战命运;屈原很勇敢，因为他有勇气为国家建国;戚继光很勇敢，因为他有勇气打击敌人。,1
5，不仅是需要勇气的英雄事件，还包含日常事务中的勇气。坦白承认你的错误需要勇气;向老师提出不同的意见需要勇气;走上领奖台并推荐自己需要勇气。独自前去需要勇气;甚至独自在黑色的道路上独自完成由老师分配的任务。 ......这些都是勇气。,1
我们庆祝我们的勇气，赞美我们的勇气。与此同时，我们真诚地呼唤着勇气。这个老人被歹徒刺伤了，旁观者都没有出面帮忙;孩子们蹲在水里，但周围的人却视而不见;居民的建筑物处于火焰中，旁观者指着他们，但他们没有前去帮助......这些事实让我们为人类感到难过。冷酷，勇敢。但是，我坚信，只要有人存在，勇气之花就不会枯萎。,1
7.我们欣赏勇气，勇敢地期待没有翅膀的蓝天，以及当我们欣赏翅膀时试图飞翔的勇气;我们也很欣赏飞翔和打破翅膀的勇气。如果一个人有这样的勇气，他就能成为一名钢铁战士。如果一个国家有这样的勇气，它将立于不败之地！,1
我们感激勇气，因为它是智慧和力量的体现。斯巴达克可以勇敢地带领角斗士和奴隶起义;司马迁劳动局依靠勇气;成吉思汗以勇气和勇气征服世界，既是一个村庄坚不可摧的长矛，也是一个没有盾牌的盾牌。有了勇气，就有能力突破一切困难和障碍;有了勇气，你就可以无所畏惧地与厄运作斗争;有了勇气，你可以冲上泥土冲进大海。,1
9.面对困难，勇气无所畏惧;面对敌人，勇气平静而平静;面对错误，勇气是一种深刻的反省;勇气是名誉和财富的宁静;勇气是诱惑的平静。,1
10，勇气就像温暖的阳光，让因为自私而日益麻木的人的心得到温暖;勇气就像一条甜蜜的河流，使遭受苦难的灵魂变得湿润;勇气就像新鲜空气一样，让心脏变得灰暗。寒冷的心灵充满活力。,1
11.我们钦佩鲁迅先生，因为他敢于向黑社会宣战;我们爱毛爷爷是因为他敢于将中国从子弹雨中拯救出来;我们崇拜海伦凯勒，因为她敢于应对令人窒息的黑暗和沉默的世界。摔角;我们赞扬王昭君，因为她敢单独外出，走到寒冷的边境，完成民族和平的使命。,1
12.什么是勇气？勇气是古希腊英雄穿越海峡时的坚定意志;勇气是古罗马角斗士和野兽无所畏惧的精神;勇气是莫斯科市人民三年来被围困的坚定信念;勇气是“海空战士”王伟为国家牺牲的同志们的骄傲......,1
13.我们感激勇气，因为它是自我提升的法宝。如果没有创新的勇气，莱特兄弟就不会发明飞机;李时珍没有勇气奉献自己，也不打算编写“本草纲目”;袁隆平没有勇气突破，也不会成为杂交水稻之父。,1
14.真正的勇气是一种精神力量，是人格的力量，是智慧的力量。有了这种力量，我们就可以独自在困难的山脉上行走;有了这种力量，我们就能战胜生活的艰辛;凭借这种力量，我们可以成为命运的主人，并始终提升胜利之风。 。,1
爱是一个阳光照在冬天，让穷人和病人感受到世界的温暖;爱情是一个出现在沙漠中的春天，让处于绝望边缘的人们能够再次看到生命的希望;爱是一种徘徊夜空中的歌曲给没有灵魂的人带来无灵魂的安慰。,1
2，关怀是一种看，给学生一个无声的祝福;照顾是一件轻而易举的事，让学生身心舒畅;关怀是一场春雨，给学生营养的心脏;关怀是一个问题，给学生春天的温暖。,1
"3，看到众神和狮子,都知道爱情无论年龄大小！在看到破碎的手臂山之后，我明白爱是不分性别的！我记得鬼魂消失后，我知道爱情对生活漠不关心?！",1
时间就是刀，父母的脸上刻着皱纹;时间流淌着河水，带走了我们的过去;时间是指针，转向，告诉我们生命在继续。,1
2，时间就是金钱;时间就是收获;时间就是知识;时间就是生命。,1
3，时间是一条持续奔跑的大河，它是一匹在空中飞舞的马，它是红色尘埃中的轮子，是一个无法逆转的沙漏。,1
时间匆匆“时间就像箭，太阳和月亮像梭子一样”;时间是“小而强，不努力，老人伤心”的无奈;时间是“我希望人们将永远持续，千里万里将在一起”的循环。,1
5，时间就像空灵和温柔的记忆，轻轻地过去的尘埃;时间就像梦幻般的流氓，充满了心灵的香气;时间似乎是尴尬的模糊触摸，慢慢漂移到未来。,1
6，时间就像皮革鞭子，它可以刺激我们追赶生活的目标;时间就像一个鼓，它可以激励我们加快进度的步伐。,0
7，时间就像一个统治者，它可以衡量奋斗者的进步;时间就像一个平衡，它可以衡量奋斗者的结果的重量。,0
8，时间就像微风，它可以帮助我们吹走云层;时间就像毛毛雨，它可以帮助我们洗去心中的杂质。,0
9，时间就像一个清澈的泉水池，它可以帮助我们清洗头脑上的污垢;时间就像一股水流，它可以帮助我们淡化灵魂的痛苦回忆;时间就像是一种良药，它可以帮助我们缓解心脏的痛苦时间就像一个尖锐的边缘，它可以帮助我们消除不成熟的肿瘤。 。,1
1，春雨，有时像飘渺的云烟，有时像丝针线，有时像罗莎一样密织。,1
2，雨滴挂在小树上，就像树上的小面纱;它漂浮在河上，就像许多虫子爬行一样;它落在草地上，就像绣在无边的绿色地毯上的小白花。,1
3，雨落在地上，成了地球的孩子;雨落在电线上，给孩子们滑雪;雨落在河里，成了这条河的孩子。,1
4，雨是最常见的，看起来像牛的头发，像一根细针，像细线一样，对角密密麻麻地编织而成，房子的屋顶上到处都是一层薄薄的烟雾。,1
5，像母亲一样的雨来安抚旱地;像母亲一样的雨关心新草;雨像妈妈一样滋润着我们的心。,1
6，最沉重的是冬天的雨。她是如此的冷，如此惊呆了，在雾气弥漫的淋浴中回到过去，会唤起你的尴尬，以及善良的依恋。,0
7，最别致的是秋雨。她是如此优雅，所以放手，在朦胧的雨中冥想，你将体会到成熟的生活魅力。,0
当我停下来时，我可能正在前进;当我入睡时，其他人可能在晚上读书;当我感到骄傲时，其他人可能会感到尴尬;当我责怪别人时，别人可能会重新思考过去。,1
2，时间就像一个统治者，它可以衡量奋斗者的进步;时间就像是一样的平衡，它可以衡量挣扎者的结果时间的重量就像金子一样，它可以引导我们懂得珍惜生命;时间就像穿梭机，它可以带我们走很长的历史。时间就像太阳，它可以带给我们无与伦比的温暖和光明。,1
3，时间就像皮革鞭子，它可以刺激我们追赶生活的目标;时间就像鼓，它可以帮助我们加快进度。时间就像微风，它可以帮助我们吹走我心中的阴云;时间就像毛毛雨，它可以帮助我们洗去心中的杂质。时间就像一个清澈的泉水池，它可以帮助我们清洗头脑上的污垢;时间就像一股水流，它可以帮助我们淡化灵魂的痛苦回忆;时间就像一种良药，它可以帮助我们减轻灵魂的痛苦;时间像锋利的刀片，它可以帮助我们消除杜的思想肿瘤。时间就像一个统治者，它可以衡量奋斗者的进步;时间就像是相同的平衡，它可以衡量奋斗者结果的重量。,1
4，时间是一条持续奔跑的大河，它是一匹在空中飞舞的马，它是红色尘埃中的轮子，是一个无法逆转的沙漏。,B
他在家乡何振清！显然你可以看到河里的沙子;你家乡的河水非常绿！绿色就像一片绿色的草原;我家乡的河水真的很安静！只看到远处的群山才知道船在行走，这是很平静的。,0
我家乡没有繁华的城市。没有安静的湖泊和侵入肌肉的湖泊。没有像悲剧这样的城堡。没有绿色森林可以融化你所有的想法。然而，在我的家乡，有亭子和亭子，古韵，溪流湍急，绿色山脉和绿色水域环绕的农舍，以及美丽的花朵，可以缓解你所有的悲伤。,1
如果我是画家，我会用彩色画笔描绘我的家乡;如果我是一个诗人，我将用我的黑白笔赞美我的家乡;如果我是歌手，我会用甜美的声音赞美我的家乡！朋友，听虚拟，眼见为实，请到我家乡看她的风景！,1
4，我家乡的春天来了，小花儿穿上一条亮丽的裙子，草地被母亲紧紧拥抱，在微风中摇曳，跳跃着美丽的舞蹈。柳树开始发芽，在柳条上钻了小芽，小芽在柳条上顽皮地播放。,0
我喜欢家乡的春天，因为它给了地球生命;我喜欢家乡的夏天，因为它有人民的辛勤工作;我喜欢家乡的秋天，因为它有收获的果实;我喜欢家乡的冬天，因为它有一个童话般的梦想。,1
在我家乡的冬天，鹅毛的羽毛连续倒下了。地面是雪，厚，柔软;房子是雪，白色，松软，柔软;树上覆盖着积雪，雪也使树枝弯曲。阳光照在雪山上，闪耀着光芒。,1
你已经享受了春天的春天的花朵，赞美了丰收的秋天，你还没有品尝过我家乡的夏天。我家乡的空气在夏天真的很新鲜。空气中弥漫着泥土的气息和花草的芬芳。我家乡的水是如此的甜蜜和甜蜜，我喝了一口，通常凉爽到我的心脏和脾脏，夏天的热量消失;我的家乡风景如此美丽，绿色的玉石充满了眼睛，真的很舒服！,1
我赞扬长长的草飞的春天，赞美秋天的秋天，你从未经历过我家乡的夏天。我家乡的树木真的很大，我要坚持到天空;我家乡的树木种类繁多，我无法计算;我家乡的树木真的很绿！绿色就像一块巨大的祖母绿。走进村庄，似乎走进了一个美妙的世界，空气清新，鸟儿芬芳，风景宜人;即使在炎热的夏日，你也会感到精神焕发！,1
幸福是“让我们走到最高层，走向更高层次”的追求幸福。 “阴影水平和倾斜的水，黑暗的香气漂浮的月亮黄昏”的凄凉的幸福是“天空小，雨就像一个清脆，草是遥远的。 “近而不是”的幸福幸福是“月亮将在头上，人们将在黄昏之后”。幸福是“春蚕给死丝，蜡火炬变成灰泪”的代价。,1
